License Plate,Image Label,Timestamp
LEA3014,toyota-vitz-2007-96143950.jpg,2024-10-07 19:23:32
AHS770,tn_toyota-fortuner-2-8-sigma-2022-96143593.jpg,2024-10-07 19:23:32
LEE6322,2024-01-30_17-41.png,2024-10-07 19:23:32
LEA3014,toyota-vitz-2007-96143941.jpg,2024-10-07 19:23:33
LED6001,2024-01-30_18-54.png,2024-10-07 19:23:33
LE2542,suzuki-mehran-vx-euro-ii-2015-96143875.jpg,2024-10-07 19:23:33
AMW882,2024-01-30_18-08.png,2024-10-07 19:23:34
STH268,suzuki-margalla-gl-5-1996-94729147.jpg,2024-10-07 19:23:34
LE7868,toyota-corolla-altis-1-8-grande-automatic-2016-96143788.jpg,2024-10-07 19:23:35
